Model name,Features names,Error,Date Time
LogisticRegression,border_smooth_sample spread variance_feature,0.741410810401,2016-11-17 01:42:20.327000
LogisticRegression,border_smooth_sample spread local_maxima_3,0.733934710381,2016-11-17 01:42:22.984000
LogisticRegression,border_smooth_sample spread local_maxima_without_smoothing,0.764774697158,2016-11-17 01:42:25.635000
LogisticRegression,border_smooth_sample spread PCA_transform,0.731264724176,2016-11-17 01:42:28.381000
LogisticRegression,border_smooth_sample grey_white_ratio mean_feature,0.363925582688,2016-11-17 01:42:30.991000
LogisticRegression,border_smooth_sample grey_white_ratio variance_feature,0.35340831042,2016-11-17 01:42:31.392000
LogisticRegression,border_smooth_sample grey_white_ratio local_maxima_3,0.377106419288,2016-11-17 01:42:33.413000
LogisticRegression,border_smooth_sample grey_white_ratio local_maxima_without_smoothing,0.454787573635,2016-11-17 01:42:35.703000
LogisticRegression,border_smooth_sample grey_white_ratio PCA_transform,0.372402080636,2016-11-17 01:42:40.681000
LogisticRegression,border_smooth_sample mean_feature variance_feature,0.35411048592,2016-11-17 01:42:41.341000
LogisticRegression,border_smooth_sample mean_feature local_maxima_3,0.376015919608,2016-11-17 01:42:43.299000
LogisticRegression,border_smooth_sample mean_feature local_maxima_without_smoothing,0.452446266893,2016-11-17 01:42:46.254000
LogisticRegression,border_smooth_sample mean_feature PCA_transform,0.36998175867,2016-11-17 01:42:51.136000
LogisticRegression,border_smooth_sample variance_feature local_maxima_3,0.364593869761,2016-11-17 01:42:53.264000
LogisticRegression,border_smooth_sample variance_feature local_maxima_without_smoothing,0.4412755573,2016-11-17 01:42:54.012000
LogisticRegression,border_smooth_sample variance_feature PCA_transform,0.35323322368,2016-11-17 01:42:54.567000
LogisticRegression,border_smooth_sample local_maxima_3 local_maxima_without_smoothing,0.479683955795,2016-11-17 01:42:56.728000
LogisticRegression,border_smooth_sample local_maxima_3 PCA_transform,0.393557481507,2016-11-17 01:43:04.244000
LogisticRegression,border_smooth_sample local_maxima_without_smoothing PCA_transform,0.46587287476,2016-11-17 01:43:13.797000
LogisticRegression,smooth_sample spread grey_white_ratio,0.740061804532,2016-11-17 01:43:16.418000
LogisticRegression,smooth_sample spread mean_feature,0.735165176126,2016-11-17 01:43:19.171000
LogisticRegression,smooth_sample spread variance_feature,0.718886716285,2016-11-17 01:43:22.571000
